[2024-03-19 11:18:16] [world] The Player <Rip_Dogwater> has picked 1 of WOOL at X= -572, Y= 68, Z= 275 that had [] enchantment(s) |  
[2024-03-20 14:42:24] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -777, Y= 11, Z= 346 that had [] enchantment(s) |  
[2024-03-20 14:42:25] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -285, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:26] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -286, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:26] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -778, Y= 12, Z= 348 that had [] enchantment(s) |  
[2024-03-20 14:42:27] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -287, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:28] [world] The Player <Dave_TheCoolGuy> has picked 3 of COBBLESTONE at X= -778, Y= 12, Z= 348 that had [] enchantment(s) |  
[2024-03-20 14:42:28] [world_nether] The Player <astronomy> has picked 3 of NETHERRACK at X= -288, Y= 79, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:28] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -777, Y= 11, Z= 348 that had [] enchantment(s) |  
[2024-03-20 14:42:29] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -778, Y= 11, Z= 348 that had [] enchantment(s) |  
[2024-03-20 14:42:29] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -289, Y= 79, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:30] [world_nether] The Player <astronomy> has picked 1 of NETHERRACK at X= -290, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:32] [world] The Player <Dave_TheCoolGuy> has picked 2 of COBBLESTONE at X= -778, Y= 11, Z= 348 that had [] enchantment(s) |  
[2024-03-20 14:42:40] [world] The Player <sharky> has picked 1 of WORKBENCH at X= -693, Y= 64, Z= 262 that had [] enchantment(s) |  
[2024-03-20 14:42:41] [world_the_end] The Player <Mudkips_Rule> has picked 4 of ENDER_PEARL at X= 71, Y= 61, Z= 25 that had [] enchantment(s) |  
[2024-03-20 14:42:49] [world_the_end] The Player <Mudkips_Rule> has picked 3 of ENDER_PEARL at X= 55, Y= 61, Z= 36 that had [] enchantment(s) |  
[2024-03-20 14:42:49] [world_the_end] The Player <Mudkips_Rule> has picked 1 of ENDER_PEARL at X= 55, Y= 61, Z= 36 that had [] enchantment(s) |  
[2024-03-20 14:42:55] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 15, Z= 344 that had [] enchantment(s) |  
[2024-03-20 14:42:58] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 16, Z= 344 that had [] enchantment(s) |  
[2024-03-20 14:43:01] [world_the_end] The Player <Mudkips_Rule> has picked 3 of ENDER_PEARL at X= 67, Y= 59, Z= 35 that had [] enchantment(s) |  
[2024-03-20 14:43:02] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 16, Z= 344 that had [] enchantment(s) |  
[2024-03-20 14:43:03] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 16, Z= 345 that had [] enchantment(s) |  
[2024-03-20 14:43:04] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 16, Z= 344 that had [] enchantment(s) |  
[2024-03-20 14:43:06] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -776, Y= 16, Z= 344 that had [] enchantment(s) |  
[2024-03-20 14:43:07] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -776, Y= 15, Z= 345 that had [] enchantment(s) |  
[2024-03-20 14:43:07] [world_the_end] The Player <Mudkips_Rule> has picked 3 of ENDER_PEARL at X= 72, Y= 51, Z= 39 that had [] enchantment(s) |  
[2024-03-20 14:43:07] [world] The Player <qwerty> has picked 7 of MELON at X= -572, Y= 75, Z= -1111 that had [] enchantment(s) |  
[2024-03-20 14:43:08] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -776, Y= 17, Z= 344 that had [] enchantment(s) |  
[2024-03-20 14:43:11] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 16, Z= 345 that had [] enchantment(s) |  
[2024-03-20 14:43:13] [world] The Player <MrBlob2U> has picked 2 of SULPHUR at X= -614, Y= 47, Z= 206 that had [] enchantment(s) |  
[2024-03-20 14:43:14] [world] The Player <qwerty> has picked 6 of MELON at X= -570, Y= 75, Z= -1114 that had [] enchantment(s) |  
[2024-03-20 14:43:14] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -774, Y= 17, Z= 345 that had [] enchantment(s) |  
[2024-03-20 14:43:14] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 17, Z= 344 that had [] enchantment(s) |  
[2024-03-20 14:43:17] [world_the_end] The Player <Mudkips_Rule> has picked 1 of ENDER_PEARL at X= 48, Y= 62, Z= 17 that had [] enchantment(s) |  
[2024-03-20 14:43:17] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -776, Y= 17, Z= 343 that had [] enchantment(s) |  
[2024-03-20 14:43:19] [world] The Player <Dave_TheCoolGuy> has picked 3 of COAL at X= -776, Y= 17, Z= 343 that had [] enchantment(s) |  
[2024-03-20 14:43:24] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -776, Y= 17, Z= 343 that had [] enchantment(s) |  
[2024-03-20 14:43:27] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -777, Y= 18, Z= 343 that had [] enchantment(s) |  
[2024-03-20 14:43:27] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -776, Y= 17, Z= 342 that had [] enchantment(s) |  
[2024-03-20 14:43:27] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -777, Y= 18, Z= 342 that had [] enchantment(s) |  
[2024-03-20 14:43:28] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -776, Y= 18, Z= 343 that had [] enchantment(s) |  
[2024-03-20 14:43:30] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -776, Y= 18, Z= 343 that had [] enchantment(s) |  
[2024-03-20 14:43:32] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 18, Z= 342 that had [] enchantment(s) |  
[2024-03-20 14:43:32] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -775, Y= 18, Z= 342 that had [] enchantment(s) |  
[2024-03-20 14:43:42] [world] The Player <astronomy> has picked 1 of WOOD at X= 1803, Y= 39, Z= 291 that had [] enchantment(s) |  
[2024-03-20 14:43:42] [world] The Player <astronomy> has picked 11 of STICK at X= 1803, Y= 38, Z= 290 that had [] enchantment(s) |  
[2024-03-20 14:43:42] [world] The Player <sharky> has picked 8 of OBSIDIAN at X= -694, Y= 64, Z= 261 that had [] enchantment(s) |  
[2024-03-20 14:43:45] [world_the_end] The Player <Tester> has picked 1 of COBBLESTONE at X= -164, Y= 101, Z= 35 that had [] enchantment(s) |  
[2024-03-20 14:43:48] [world] The Player <character> has picked 1 of DIRT at X= -265, Y= 76, Z= -635 that had [] enchantment(s) |  
[2024-03-20 14:43:50] [world] The Player <character> has picked 1 of DIRT at X= -264, Y= 76, Z= -634 that had [] enchantment(s) |  
[2024-03-20 14:43:50] [world] The Player <character> has picked 1 of DIRT at X= -263, Y= 76, Z= -635 that had [] enchantment(s) |  
[2024-03-20 14:44:05] [world] The Player <sharky> has picked 1 of OBSIDIAN at X= -719, Y= 67, Z= 277 that had [] enchantment(s) |  
[2024-03-20 14:44:07] [world] The Player <qwerty> has picked 1 of DIRT at X= -619, Y= 75, Z= -1165 that had [] enchantment(s) |  
[2024-03-20 14:44:25] [world] The Player <Rip_Dogwater> has picked 2 of FEATHER at X= -623, Y= 68, Z= 256 that had [] enchantment(s) |  
[2024-03-20 14:44:55] [world] The Player <astronomy> has picked 10 of STICK at X= 1803, Y= 39, Z= 291 that had [] enchantment(s) |  
[2024-03-20 14:46:00] [world_the_end] The Player <Tester> has picked 2 of NETHERRACK at X= -118, Y= 57, Z= 32 that had [] enchantment(s) |  
[2024-03-20 14:46:13] [world] The Player <hexa> has picked 1 of STONE at X= -2535, Y= 63, Z= 557 that had [] enchantment(s) |  
[2024-03-20 14:46:46] [world] The Player <hexa> has picked 2 of WOOD at X= -2536, Y= 63, Z= 557 that had [] enchantment(s) |  
[2024-03-20 14:47:14] [world_the_end] The Player <Tester> has picked 1 of COBBLESTONE at X= -165, Y= 55, Z= 38 that had [] enchantment(s) |  
[2024-03-20 14:47:26] [world_the_end] The Player <Tester> has picked 1 of COBBLESTONE at X= -165, Y= 55, Z= 37 that had [] enchantment(s) |  
[2024-03-20 14:48:17] [world_the_end] The Player <Tester> has picked 1 of LADDER at X= -168, Y= 61, Z= 45 that had [] enchantment(s) |  
[2024-03-20 14:48:43] [world] The Player <qwerty> has picked 3 of RAW_BEEF at X= -649, Y= 69, Z= -1344 that had [] enchantment(s) |  
[2024-03-20 14:48:43] [world] The Player <qwerty> has picked 1 of LEATHER at X= -649, Y= 69, Z= -1344 that had [] enchantment(s) |  
[2024-03-20 14:48:47] [world] The Player <qwerty> has picked 1 of RAW_BEEF at X= -652, Y= 70, Z= -1352 that had [] enchantment(s) |  
[2024-03-20 14:48:51] [world_the_end] The Player <Tester> has picked 1 of COBBLESTONE at X= -167, Y= 61, Z= 45 that had [] enchantment(s) |  
[2024-03-20 14:48:57] [world] The Player <qwerty> has picked 2 of LEATHER at X= -635, Y= 70, Z= -1347 that had [] enchantment(s) |  
[2024-03-20 14:48:57] [world] The Player <qwerty> has picked 1 of RAW_BEEF at X= -635, Y= 70, Z= -1348 that had [] enchantment(s) |  
[2024-03-20 14:49:08] [world] The Player <qwerty> has picked 1 of LEATHER at X= -660, Y= 69, Z= -1335 that had [] enchantment(s) |  
[2024-03-20 14:49:09] [world] The Player <qwerty> has picked 3 of RAW_BEEF at X= -660, Y= 69, Z= -1334 that had [] enchantment(s) |  
[2024-03-20 14:49:37] [world] The Player <qwerty> has picked 1 of COBBLESTONE at X= -707, Y= 47, Z= -1371 that had [] enchantment(s) |  
[2024-03-20 14:49:39] [world] The Player <qwerty> has picked 3 of COBBLESTONE at X= -708, Y= 49, Z= -1372 that had [] enchantment(s) |  
[2024-03-20 14:49:57] [world] The Player <qwerty> has picked 1 of COBBLESTONE at X= -716, Y= 52, Z= -1377 that had [] enchantment(s) |  
[2024-03-20 14:50:05] [world] The Player <qwerty> has picked 2 of IRON_ORE at X= -701, Y= 48, Z= -1372 that had [] enchantment(s) |  
[2024-03-20 14:50:06] [world] The Player <qwerty> has picked 1 of IRON_ORE at X= -702, Y= 49, Z= -1373 that had [] enchantment(s) |  
[2024-03-20 14:50:08] [world] The Player <qwerty> has picked 5 of IRON_ORE at X= -701, Y= 48, Z= -1373 that had [] enchantment(s) |  
[2024-03-20 14:50:08] [world] The Player <qwerty> has picked 2 of COBBLESTONE at X= -700, Y= 49, Z= -1372 that had [] enchantment(s) |  
[2024-03-20 14:50:30] [world] The Player <qwerty> has picked 7 of IRON_ORE at X= -689, Y= 48, Z= -1364 that had [] enchantment(s) |  
[2024-03-20 14:51:32] [world] The Player <Tester> has picked 3 of FEATHER at X= -384, Y= 67, Z= 283 that had [] enchantment(s) |  
[2024-03-20 14:51:32] [world] The Player <Tester> has picked 1 of COOKED_CHICKEN at X= -383, Y= 67, Z= 282 that had [] enchantment(s) |  
[2024-03-20 14:51:36] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -693, Y= 70, Z= 309 that had [] enchantment(s) |  
[2024-03-20 14:52:29] [world] The Player <qwerty> has picked 9 of COAL at X= -681, Y= 46, Z= -1355 that had [] enchantment(s) |  
[2024-03-20 14:52:30] [world] The Player <qwerty> has picked 1 of IRON_ORE at X= -681, Y= 47, Z= -1357 that had [] enchantment(s) |  
[2024-03-20 14:52:31] [world] The Player <qwerty> has picked 1 of IRON_ORE at X= -681, Y= 48, Z= -1358 that had [] enchantment(s) |  
[2024-03-20 14:52:32] [world] The Player <qwerty> has picked 1 of IRON_ORE at X= -682, Y= 48, Z= -1358 that had [] enchantment(s) |  
[2024-03-20 14:52:34] [world] The Player <qwerty> has picked 4 of COBBLESTONE at X= -681, Y= 47, Z= -1358 that had [] enchantment(s) |  
[2024-03-20 14:52:35] [world] The Player <qwerty> has picked 3 of IRON_ORE at X= -682, Y= 47, Z= -1359 that had [] enchantment(s) |  
[2024-03-20 14:52:59] [world] The Player <qwerty> has picked 1 of IRON_ORE at X= -670, Y= 53, Z= -1340 that had [] enchantment(s) |  
[2024-03-20 14:52:59] [world] The Player <qwerty> has picked 1 of IRON_ORE at X= -670, Y= 53, Z= -1339 that had [] enchantment(s) |  
[2024-03-20 14:53:01] [world] The Player <qwerty> has picked 2 of IRON_ORE at X= -669, Y= 53, Z= -1340 that had [] enchantment(s) |  
[2024-03-20 14:53:02] [world] The Player <qwerty> has picked 2 of IRON_ORE at X= -669, Y= 53, Z= -1338 that had [] enchantment(s) |  
[2024-03-20 14:53:03] [world] The Player <qwerty> has picked 2 of IRON_ORE at X= -670, Y= 53, Z= -1338 that had [] enchantment(s) |  
[2024-03-20 14:53:05] [world] The Player <Rip_Dogwater> has picked 1 of DIAMOND_PICKAXE at X= -10155, Y= 63, Z= 4116 that had [] enchantment(s) |  
[2024-03-20 14:53:29] [world] The Player <qwerty> has picked 2 of COBBLESTONE at X= -668, Y= 48, Z= -1340 that had [] enchantment(s) |  
[2024-03-20 14:53:33] [world] The Player <qwerty> has picked 6 of COBBLESTONE at X= -671, Y= 47, Z= -1342 that had [] enchantment(s) |  
[2024-03-20 14:53:39] [world_the_end] The Player <hexa> has picked 2 of ENDER_PEARL at X= 36, Y= 62, Z= 12 that had [] enchantment(s) |  
[2024-03-20 14:53:54] [world] The Player <digbick> has picked 1 of LOG at X= -697, Y= 71, Z= 315 that had [] enchantment(s) |  
[2024-03-20 14:53:59] [world] The Player <NezukoChan> has picked 1 of DOUBLE_PLANT at X= -10181, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-20 14:54:02] [world] The Player <digbick> has picked 1 of LOG at X= -698, Y= 70, Z= 317 that had [] enchantment(s) |  
[2024-03-20 14:54:06] [world_the_end] The Player <hexa> has picked 2 of ENDER_PEARL at X= 41, Y= 63, Z= 23 that had [] enchantment(s) |  
[2024-03-20 14:54:11] [world] The Player <qwerty> has picked 1 of COBBLESTONE at X= -673, Y= 57, Z= -1349 that had [] enchantment(s) |  
[2024-03-20 14:54:26] [world_the_end] The Player <hexa> has picked 4 of ENDER_PEARL at X= 43, Y= 62, Z= 33 that had [] enchantment(s) |  
[2024-03-20 14:54:32] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -698, Y= 72, Z= 311 that had [] enchantment(s) |  
[2024-03-20 14:54:43] [world_the_end] The Player <hexa> has picked 3 of ENDER_PEARL at X= 29, Y= 60, Z= 16 that had [] enchantment(s) |  
[2024-03-20 14:54:49] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -698, Y= 68, Z= 310 that had [] enchantment(s) |  
[2024-03-20 14:54:51] [world] The Player <digbick> has picked 3 of COBBLESTONE at X= -697, Y= 68, Z= 314 that had [] enchantment(s) |  
[2024-03-20 14:55:06] [world_the_end] The Player <hexa> has picked 4 of ENDER_PEARL at X= 41, Y= 61, Z= 57 that had [] enchantment(s) |  
[2024-03-20 14:55:14] [world_the_end] The Player <hexa> has picked 1 of ENDER_PEARL at X= 34, Y= 59, Z= 73 that had [] enchantment(s) |  
[2024-03-20 14:55:48] [world] The Player <qwerty> has picked 1 of DIRT at X= -674, Y= 66, Z= -1350 that had [] enchantment(s) |  
[2024-03-20 14:55:53] [world_the_end] The Player <hexa> has picked 1 of ENDER_PEARL at X= 34, Y= 59, Z= 73 that had [] enchantment(s) |  
[2024-03-20 14:56:05] [world] The Player <digbick> has picked 1 of WOOD at X= -691, Y= 74, Z= 312 that had [] enchantment(s) |  
[2024-03-20 14:56:05] [world] The Player <digbick> has picked 3 of WOOD at X= -691, Y= 74, Z= 313 that had [] enchantment(s) |  
[2024-03-20 14:56:50] [world] The Player <qwerty> has picked 3 of SUGAR_CANE at X= -662, Y= 64, Z= -1500 that had [] enchantment(s) |  
[2024-03-20 14:57:03] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= 9998, Y= 65, Z= -9998 that had [] enchantment(s) |  
[2024-03-20 14:57:04] [world_the_end] The Player <hexa> has picked 1 of COBBLESTONE at X= 39, Y= 11, Z= 201 that had [] enchantment(s) |  
[2024-03-20 14:57:04] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= 9998, Y= 64, Z= -9998 that had [] enchantment(s) |  
[2024-03-20 14:57:07] [world_the_end] The Player <hexa> has picked 3 of COBBLESTONE at X= 41, Y= 11, Z= 203 that had [] enchantment(s) |  
[2024-03-20 14:57:08] [world] The Player <digbick> has picked 1 of LOG at X= -697, Y= 68, Z= 310 that had [] enchantment(s) |  
[2024-03-20 14:57:17] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= 9998, Y= 66, Z= -9998 that had [] enchantment(s) |  
[2024-03-20 14:57:25] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= 9998, Y= 63, Z= -9998 that had [] enchantment(s) |  
[2024-03-20 14:57:28] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= 9998, Y= 62, Z= -9998 that had [] enchantment(s) |  
[2024-03-20 14:57:30] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= 9998, Y= 63, Z= -9998 that had [] enchantment(s) |  
[2024-03-20 14:57:31] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= 9998, Y= 64, Z= -9998 that had [] enchantment(s) |  
[2024-03-20 14:57:45] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= 9999, Y= 66, Z= -9999 that had [] enchantment(s) |  
[2024-03-20 14:57:47] [world_the_end] The Player <hexa> has picked 3 of ENDER_PEARL at X= 39, Y= 11, Z= 198 that had [] enchantment(s) |  
[2024-03-20 14:57:49] [world] The Player <NezukoChan> has picked 1 of DOUBLE_PLANT at X= -10172, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-20 14:58:06] [world_the_end] The Player <hexa> has picked 3 of ENDER_PEARL at X= 41, Y= 11, Z= 198 that had [] enchantment(s) |  
[2024-03-20 14:58:33] [world] The Player <qwerty> has picked 3 of RAW_BEEF at X= -663, Y= 65, Z= -1549 that had [] enchantment(s) |  
[2024-03-20 14:58:37] [world] The Player <digbick> has picked 1 of WOOD at X= -697, Y= 70, Z= 314 that had [] enchantment(s) |  
[2024-03-20 14:58:37] [world] The Player <qwerty> has picked 2 of LEATHER at X= -665, Y= 68, Z= -1554 that had [] enchantment(s) |  
[2024-03-20 14:58:38] [world] The Player <Rip_Dogwater> has picked 1 of GRILLED_PORK at X= -10150, Y= 63, Z= 4114 that had [] enchantment(s) |  
[2024-03-20 14:58:42] [world] The Player <qwerty> has picked 1 of LEATHER at X= -665, Y= 62, Z= -1556 that had [] enchantment(s) |  
[2024-03-20 14:58:42] [world] The Player <qwerty> has picked 2 of RAW_BEEF at X= -665, Y= 62, Z= -1556 that had [] enchantment(s) |  
[2024-03-20 14:58:49] [world] The Player <qwerty> has picked 1 of BROWN_MUSHROOM at X= -663, Y= 52, Z= -1565 that had [] enchantment(s) |  
[2024-03-20 14:59:26] [world_the_end] The Player <Rip_Dogwater> has picked 1 of WOOD at X= 95, Y= 51, Z= 1 that had [] enchantment(s) |  
[2024-03-20 14:59:27] [world_the_end] The Player <Rip_Dogwater> has picked 1 of WOOD at X= 94, Y= 52, Z= 1 that had [] enchantment(s) |  
[2024-03-20 14:59:33] [world] The Player <qwerty> has picked 1 of GOLD_ORE at X= -642, Y= 27, Z= -1582 that had [] enchantment(s) |  
[2024-03-20 14:59:46] [world] The Player <qwerty> has picked 1 of COBBLESTONE at X= -612, Y= 25, Z= -1560 that had [] enchantment(s) |  
[2024-03-20 14:59:54] [world] The Player <qwerty> has picked 1 of TORCH at X= -633, Y= 24, Z= -1553 that had [] enchantment(s) |  
[2024-03-20 15:00:01] [world_the_end] The Player <hexa> has picked 2 of ENDER_PEARL at X= 42, Y= 11, Z= 200 that had [] enchantment(s) |  
[2024-03-20 15:00:03] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -697, Y= 74, Z= 312 that had [] enchantment(s) |  
[2024-03-20 15:00:04] [world_the_end] The Player <NezukoChan> has picked 3 of ENDER_PEARL at X= 55, Y= 62, Z= 4 that had [] enchantment(s) |  
[2024-03-20 15:00:09] [world_the_end] The Player <NezukoChan> has picked 1 of DOUBLE_PLANT at X= 55, Y= 62, Z= 5 that had [] enchantment(s) |  
[2024-03-20 15:00:12] [world_the_end] The Player <NezukoChan> has picked 26 of DIRT at X= 54, Y= 62, Z= 5 that had [] enchantment(s) |  
[2024-03-20 15:00:18] [world_the_end] The Player <Rip_Dogwater> has picked 1 of ENDER_PEARL at X= 3, Y= 59, Z= 22 that had [] enchantment(s) |  
