[2024-03-24 21:45:28] [world] The Player <GolemDaWanderer> has picked 64 of BONE at X= -10300, Y= 35, Z= 4029 that had [] enchantment(s) |  
[2024-03-25 16:54:34] [world] The Player <xcpc> has picked 2 of COBBLESTONE at X= -788, Y= 70, Z= 289 that had [] enchantment(s) |  
[2024-03-25 16:54:40] [world] The Player <xcpc> has picked 5 of COBBLESTONE at X= -788, Y= 71, Z= 289 that had [] enchantment(s) |  
[2024-03-25 16:54:43] [world] The Player <xcpc> has picked 3 of COBBLESTONE at X= -786, Y= 70, Z= 288 that had [] enchantment(s) |  
[2024-03-25 16:54:51] [world] The Player <xcpc> has picked 1 of ENDER_PEARL at X= -788, Y= 70, Z= 288 that had [] enchantment(s) |  
[2024-03-25 16:55:42] [world] The Player <xcpc> has picked 1 of MOSSY_COBBLESTONE at X= -775, Y= 61, Z= 283 that had [] enchantment(s) |  
[2024-03-25 16:55:50] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -774, Y= 62, Z= 282 that had [] enchantment(s) |  
[2024-03-25 16:55:55] [world] The Player <xcpc> has picked 2 of COBBLESTONE at X= -773, Y= 62, Z= 282 that had [] enchantment(s) |  
[2024-03-25 16:55:57] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -773, Y= 61, Z= 282 that had [] enchantment(s) |  
[2024-03-25 16:55:59] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -773, Y= 62, Z= 282 that had [] enchantment(s) |  
[2024-03-25 16:56:00] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -772, Y= 61, Z= 282 that had [] enchantment(s) |  
[2024-03-25 16:56:02] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -773, Y= 62, Z= 282 that had [] enchantment(s) |  
[2024-03-25 16:56:03] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -773, Y= 61, Z= 281 that had [] enchantment(s) |  
[2024-03-25 16:56:04] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -773, Y= 61, Z= 282 that had [] enchantment(s) |  
[2024-03-25 16:56:29] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -765, Y= 54, Z= 290 that had [] enchantment(s) |  
[2024-03-25 16:56:50] [world] The Player <xcpc> has picked 1 of COAL at X= -775, Y= 57, Z= 298 that had [] enchantment(s) |  
[2024-03-25 16:56:52] [world] The Player <xcpc> has picked 1 of COAL at X= -775, Y= 56, Z= 298 that had [] enchantment(s) |  
[2024-03-25 16:56:55] [world] The Player <xcpc> has picked 1 of COAL at X= -775, Y= 56, Z= 299 that had [] enchantment(s) |  
[2024-03-25 16:56:55] [world] The Player <xcpc> has picked 1 of COAL at X= -775, Y= 57, Z= 300 that had [] enchantment(s) |  
[2024-03-25 16:57:11] [world] The Player <xcpc> has picked 2 of ROTTEN_FLESH at X= -776, Y= 56, Z= 309 that had [] enchantment(s) |  
[2024-03-25 19:20:58] [world] The Player <GolemDaWanderer> has picked 1 of ENDER_CHEST at X= -10179, Y= 64, Z= 4116 that had [] enchantment(s) |  
[2024-03-25 19:21:31] [world] The Player <GolemDaWanderer> has picked 22 of SUGAR_CANE at X= -10176, Y= 63, Z= 4094 that had [] enchantment(s) |  
[2024-03-25 19:21:39] [world] The Player <GolemDaWanderer> has picked 2 of SUGAR_CANE at X= -10157, Y= 62, Z= 4100 that had [] enchantment(s) |  
[2024-03-25 19:22:27] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10182, Y= 60, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:22:52] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10181, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:22:53] [world] The Player <GolemDaWanderer> has picked 3 of DIRT at X= -10181, Y= 60, Z= 4119 that had [] enchantment(s) |  
[2024-03-25 19:25:10] [world] The Player <GolemDaWanderer> has picked 3 of DIRT at X= -10199, Y= 60, Z= 4105 that had [] enchantment(s) |  
[2024-03-25 19:25:10] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10200, Y= 60, Z= 4105 that had [] enchantment(s) |  
[2024-03-25 19:25:12] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10200, Y= 59, Z= 4105 that had [] enchantment(s) |  
[2024-03-25 19:25:18] [world] The Player <GolemDaWanderer> has picked 13 of COBBLESTONE at X= -10200, Y= 45, Z= 4105 that had [] enchantment(s) |  
[2024-03-25 19:25:19] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10200, Y= 42, Z= 4105 that had [] enchantment(s) |  
[2024-03-25 19:25:23] [world] The Player <GolemDaWanderer> has picked 1 of ROTTEN_FLESH at X= -10201, Y= 42, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 19:25:27] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10203, Y= 41, Z= 4113 that had [] enchantment(s) |  
[2024-03-25 19:25:28] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10203, Y= 40, Z= 4113 that had [] enchantment(s) |  
[2024-03-25 19:25:29] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10203, Y= 40, Z= 4112 that had [] enchantment(s) |  
[2024-03-25 19:25:29] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10203, Y= 40, Z= 4113 that had [] enchantment(s) |  
[2024-03-25 19:25:30] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10202, Y= 40, Z= 4112 that had [] enchantment(s) |  
[2024-03-25 19:25:30] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10203, Y= 40, Z= 4112 that had [] enchantment(s) |  
[2024-03-25 19:25:31] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10203, Y= 40, Z= 4112 that had [] enchantment(s) |  
[2024-03-25 19:25:32] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10201, Y= 41, Z= 4113 that had [] enchantment(s) |  
[2024-03-25 19:25:33] [world] The Player <GolemDaWanderer> has picked 3 of IRON_ORE at X= -10201, Y= 39, Z= 4112 that had [] enchantment(s) |  
[2024-03-25 19:25:36] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10204, Y= 40, Z= 4113 that had [] enchantment(s) |  
[2024-03-25 19:25:37] [world] The Player <GolemDaWanderer> has picked 3 of COBBLESTONE at X= -10203, Y= 40, Z= 4112 that had [] enchantment(s) |  
[2024-03-25 19:25:38] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10203, Y= 41, Z= 4111 that had [] enchantment(s) |  
[2024-03-25 19:25:39] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10201, Y= 42, Z= 4111 that had [] enchantment(s) |  
[2024-03-25 19:26:15] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10150, Y= 27, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 19:26:24] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10149, Y= 26, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 19:26:24] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10150, Y= 25, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 19:26:24] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10150, Y= 25, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 19:26:25] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10149, Y= 24, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 19:26:26] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10149, Y= 25, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 19:26:27] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10150, Y= 26, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 19:26:28] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10150, Y= 25, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 19:26:30] [world] The Player <GolemDaWanderer> has picked 6 of COBBLESTONE at X= -10149, Y= 25, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 19:26:47] [world] The Player <GolemDaWanderer> has picked 6 of IRON_ORE at X= -10148, Y= 33, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:26:47] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10147, Y= 33, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:26:48] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10147, Y= 33, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:26:49] [world] The Player <GolemDaWanderer> has picked 2 of STONE at X= -10146, Y= 33, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:26:51] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10148, Y= 33, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:26:52] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10148, Y= 33, Z= 4127 that had [] enchantment(s) |  
[2024-03-25 19:26:52] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10146, Y= 33, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:26:52] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10148, Y= 33, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:26:52] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10146, Y= 33, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:26:52] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10146, Y= 33, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:26:53] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10147, Y= 33, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:26:53] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10146, Y= 33, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:27:05] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10153, Y= 31, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 19:27:05] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10153, Y= 31, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 19:27:07] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10154, Y= 31, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 19:27:07] [world] The Player <GolemDaWanderer> has picked 3 of COAL at X= -10155, Y= 31, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 19:27:07] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10155, Y= 31, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 19:27:07] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10155, Y= 31, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 19:27:07] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10155, Y= 31, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 19:27:09] [world] The Player <GolemDaWanderer> has picked 5 of COAL at X= -10155, Y= 31, Z= 4138 that had [] enchantment(s) |  
[2024-03-25 19:27:12] [world] The Player <GolemDaWanderer> has picked 8 of COAL at X= -10155, Y= 31, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 19:27:12] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10153, Y= 31, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 19:27:13] [world] The Player <GolemDaWanderer> has picked 11 of COAL at X= -10155, Y= 31, Z= 4140 that had [] enchantment(s) |  
[2024-03-25 19:27:14] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10157, Y= 31, Z= 4140 that had [] enchantment(s) |  
[2024-03-25 19:27:14] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10156, Y= 31, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 19:27:16] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10154, Y= 30, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 19:27:17] [world] The Player <GolemDaWanderer> has picked 6 of COAL at X= -10154, Y= 29, Z= 4138 that had [] enchantment(s) |  
[2024-03-25 19:27:17] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10154, Y= 29, Z= 4138 that had [] enchantment(s) |  
[2024-03-25 19:27:29] [world] The Player <GolemDaWanderer> has picked 1 of ENDER_CHEST at X= -10156, Y= 32, Z= 4136 that had [] enchantment(s) |  
[2024-03-25 19:27:38] [world] The Player <GolemDaWanderer> has picked 1 of IRON_ORE at X= -10147, Y= 34, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:27:39] [world] The Player <GolemDaWanderer> has picked 2 of STONE at X= -10147, Y= 33, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:27:40] [world] The Player <GolemDaWanderer> has picked 3 of STONE at X= -10147, Y= 33, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:27:40] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10148, Y= 35, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:27:41] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10147, Y= 34, Z= 4131 that had [] enchantment(s) |  
[2024-03-25 19:27:42] [world] The Player <GolemDaWanderer> has picked 2 of STONE at X= -10147, Y= 33, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:27:59] [world] The Player <GolemDaWanderer> has picked 6 of COAL at X= -10159, Y= 33, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:28:01] [world] The Player <GolemDaWanderer> has picked 14 of COAL at X= -10158, Y= 31, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:28:02] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10158, Y= 32, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:28:02] [world] The Player <GolemDaWanderer> has picked 4 of COAL at X= -10158, Y= 32, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:28:04] [world] The Player <GolemDaWanderer> has picked 8 of COAL at X= -10159, Y= 32, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:28:12] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10160, Y= 32, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:28:13] [world] The Player <GolemDaWanderer> has picked 4 of COBBLESTONE at X= -10159, Y= 32, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:28:17] [world] The Player <GolemDaWanderer> has picked 3 of STONE at X= -10160, Y= 31, Z= 4131 that had [] enchantment(s) |  
[2024-03-25 19:28:17] [world] The Player <GolemDaWanderer> has picked 33 of COAL at X= -10160, Y= 30, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:28:17] [world] The Player <GolemDaWanderer> has picked 3 of COBBLESTONE at X= -10160, Y= 30, Z= 4130 that had [] enchantment(s) |  
[2024-03-25 19:28:21] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10159, Y= 29, Z= 4126 that had [] enchantment(s) |  
[2024-03-25 19:28:28] [world] The Player <GolemDaWanderer> has picked 6 of COAL at X= -10159, Y= 30, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:28:41] [world] The Player <GolemDaWanderer> has picked 1 of ENDER_CHEST at X= -10159, Y= 34, Z= 4129 that had [] enchantment(s) |  
[2024-03-25 19:29:32] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10177, Y= 41, Z= 4127 that had [] enchantment(s) |  
[2024-03-25 19:29:32] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10177, Y= 41, Z= 4127 that had [] enchantment(s) |  
[2024-03-25 19:29:32] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10177, Y= 41, Z= 4128 that had [] enchantment(s) |  
[2024-03-25 19:29:33] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10177, Y= 41, Z= 4127 that had [] enchantment(s) |  
[2024-03-25 19:29:34] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10177, Y= 41, Z= 4127 that had [] enchantment(s) |  
[2024-03-25 19:29:35] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10176, Y= 41, Z= 4127 that had [] enchantment(s) |  
[2024-03-25 19:29:37] [world] The Player <GolemDaWanderer> has picked 5 of COBBLESTONE at X= -10176, Y= 41, Z= 4126 that had [] enchantment(s) |  
[2024-03-25 19:29:38] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10177, Y= 41, Z= 4126 that had [] enchantment(s) |  
[2024-03-25 19:30:33] [world] The Player <GolemDaWanderer> has picked 1 of ENDER_CHEST at X= -10176, Y= 42, Z= 4125 that had [] enchantment(s) |  
[2024-03-25 19:30:52] [world] The Player <GolemDaWanderer> has picked 5 of COAL at X= -10179, Y= 41, Z= 4119 that had [] enchantment(s) |  
[2024-03-25 19:30:52] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10179, Y= 41, Z= 4119 that had [] enchantment(s) |  
[2024-03-25 19:30:54] [world] The Player <GolemDaWanderer> has picked 7 of COAL at X= -10179, Y= 41, Z= 4117 that had [] enchantment(s) |  
[2024-03-25 19:30:54] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10179, Y= 41, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:30:55] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10180, Y= 42, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:30:56] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10180, Y= 42, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:30:57] [world] The Player <GolemDaWanderer> has picked 3 of COBBLESTONE at X= -10180, Y= 42, Z= 4117 that had [] enchantment(s) |  
[2024-03-25 19:30:58] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10180, Y= 41, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:30:58] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10180, Y= 42, Z= 4116 that had [] enchantment(s) |  
[2024-03-25 19:30:58] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10178, Y= 41, Z= 4116 that had [] enchantment(s) |  
[2024-03-25 19:31:00] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10178, Y= 40, Z= 4119 that had [] enchantment(s) |  
[2024-03-25 19:31:00] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10179, Y= 40, Z= 4120 that had [] enchantment(s) |  
[2024-03-25 19:31:00] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10180, Y= 41, Z= 4120 that had [] enchantment(s) |  
[2024-03-25 19:31:01] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10180, Y= 41, Z= 4119 that had [] enchantment(s) |  
[2024-03-25 19:31:01] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10179, Y= 41, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:31:05] [world] The Player <GolemDaWanderer> has picked 5 of COAL at X= -10180, Y= 42, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:31:06] [world] The Player <GolemDaWanderer> has picked 2 of COAL at X= -10179, Y= 41, Z= 4118 that had [] enchantment(s) |  
[2024-03-25 19:31:06] [world] The Player <GolemDaWanderer> has picked 1 of COAL at X= -10180, Y= 42, Z= 4117 that had [] enchantment(s) |  
[2024-03-25 19:31:08] [world] The Player <GolemDaWanderer> has picked 5 of COAL at X= -10180, Y= 42, Z= 4116 that had [] enchantment(s) |  
[2024-03-25 19:31:10] [world] The Player <GolemDaWanderer> has picked 8 of COAL at X= -10181, Y= 42, Z= 4117 that had [] enchantment(s) |  
[2024-03-25 19:31:20] [world] The Player <GolemDaWanderer> has picked 1 of ENDER_CHEST at X= -10180, Y= 41, Z= 4120 that had [] enchantment(s) |  
[2024-03-25 19:31:36] [world] The Player <GolemDaWanderer> has picked 2 of IRON_ORE at X= -10151, Y= 44, Z= 4107 that had [] enchantment(s) |  
[2024-03-25 19:31:36] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10152, Y= 44, Z= 4106 that had [] enchantment(s) |  
[2024-03-25 19:31:37] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10153, Y= 44, Z= 4107 that had [] enchantment(s) |  
[2024-03-25 19:31:38] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10152, Y= 44, Z= 4107 that had [] enchantment(s) |  
[2024-03-25 19:31:40] [world] The Player <GolemDaWanderer> has picked 4 of COBBLESTONE at X= -10151, Y= 44, Z= 4107 that had [] enchantment(s) |  
